ano,sigla_uf,id_municipio,area_total,area_proprietario,area_arrendatario,area_parceiro,area_ocupante,area_lavoura_permanente,area_lavoura_temporaria,area_pastagem_natural,area_pastagem_plantada,area_pastagem,area_mata_natural,area_mata_plantada,area_sistema_agroflorestal,area_mata,area_nao_utilizada,quantidade_estabelecimentos,producao_cafe,area_cafe,quantidade_estabelecimentos_cafe,valor_total_producao_cafe,quantidade_bovinos_total,quantidade_bezerros,quantidade_bovinos_garrote,quantidade_bovinos_vaca,quantidade_bovinos_trabalho,quantidade_bovinos_touro,quantidade_estabelecimentos_energia_eletrica,despesa_total,despesa_adubos,despesa_sementes,despesa_arrendamentos,despesa_salarios,despesa_defensivos,despesa_cotas,areas_irrigacao,producao_leite,numero_estabelecimentos_total,numero_estabelecimentos_proprietario,numero_estabelecimentos_arrendatario,numero_estabelecimentos_parceiros,numero_estabelecimentos_ocupantes,numero_estabelecimentos_outros,numero_estabelecimentos_nenhuma,numero_estabelecimentos_cooperativas,numero_estabelecimentos_cooperativas_credito,numero_estabelecimentos_cooperativa_energia_eletrica,numero_estabelecimentos_cooperativa_energia_outras,quantidade_tratores,quantidade_maquina_colheita,quantidade_maquinas_plantio,quantidade_tratores_estabelecimentos_menor_10,quantidade_tratores_estabelecimentos_maior_10,pessoal_ocupado_total,pessoal_ocupado_parentesco_produtor,pessoal_14_mais_sem_parentesco,pessoal_14_mais_com_parentesco_produtor,pessoal_14_mais_empregadas,pessoal_14_mais_ocupado,valor_producao_total,valor_producao_total_animal,valor_total_producao_animal_grande,valor_total_producao_animal_medio,valor_total_producao_aves,valor_total_producao_vegetal,valor_total_producao_hortifruti,valor_total_producao_silvicultura,valor_total_producao_vegicultura,valor_total_producao_lavoura_temporaria,valor_total_producao_lavoura_permanente,producao_total_arroz,producao_total_feijao,producao_total_milho,producao_total_mandioca,producao_total_soja,producao_total_algodao,producao_total_cana,producao_total_trigo,area_arroz,area_feijao,area_milho,area_mandioca,area_soja,area_algodao,area_cana,area_trigo,numero_estabelecimentos_arroz,numero_estabelecimentos_feijao,numero_estabelecimentos_milho,numero_estabelecimentos_mandioca,numero_estabelecimentos_soja,numero_estabelecimentos_algodao,numero_estabelecimentos_cana,numero_estabelecimentos_trigo,valor_total_arroz,valor_total_feijao,valor_total_milho,valor_total_mandioca,valor_total_soja,valor_total_algodao,valor_total_cana,valor_total_trigo,valor_total,valor_total_terras,valor_total_cultura_permanente,valor_total_matas_plantadas,valor_total_predios_benfeitorias,valor_total_animais,valor_total_animais_transporte,valor_total_maquinas_transporte,proporcao_despesa_fertilizante,proporcao_despesa_defensivos,proporcao_despesa_sementes,proporcao_despesa_salarios
2017,RO,1100924,352500,327911,12829,0,11593,654,32790,0,206550,206550,103048,0,0,103048,5370,80,0,0,1,0,318389,949,222773,16087,10033,8295,17927,30228,,1704,5130,1045,654,22,1,366,2,630,362,36,71,2284,1047,3331,2111,758,2869,511029,371528,371010,0,296,139502,93,0,0,138892,297,0,0,68117,134,75492,0,113,0,0,0,15365,33,22190,0,6,0,0,1,30,61,15,0,7,0,0,0,50780,222,74691,0,112,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100940,"112971,14",,,,,,,,,,,,,,17,,144,39,,63721,12225,19823,16495,534,1587,516,,,,,,,0,,,1685,1551,8,4,123,0,1561,0,0,0,0,39,0,0,3698,341,4039,3386,339,3725,,,,,,,,,,,,"291,854",,"302,995",,0,0,"12,103",0,231,14,188,1208,0,0,27,0,109,16,86,88,0,0,27,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100940,194385,188497,4384,408,0,1904,14952,0,116542,116542,55326,0,546,55326,4679,182,0,0,0,0,146218,1465,89354,10409,4252,4591,5196,9181,,123,13479,1897,1827,37,11,7,15,1215,297,30,39,4732,946,5678,4254,868,5122,110175,63789,51869,489,11431,46385,391,0,0,37285,2225,10143,0,354,930,24230,0,9,0,2964,0,103,238,8695,0,3,0,11,3,35,226,10,0,7,0,8120,0,210,1208,24120,0,15,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101005,,,,0,0,,,,,,,,,,0,1114,,726,,53579,115,,,,0,,,,"1,276",5479638,1267,1266,1,0,0,0,10,9,0,8258,5528,,,,,,,,0,,,,2190,692,2648,188,4,36,187,0,,,,"15,765","2,42","53,865","6,93",0,735,687,717,34,1,20,7,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101005,"139455,45",,,,,,,,,,,,,,4,,693,264,,192130,36700,74420,59661,79,2898,1437,,,,,,,0,0,,1814,1764,14,4,7,0,1685,0,0,0,0,24,0,0,5413,266,5679,4578,266,4844,,,,,,,,0,0,,,"459,604",,"495,519",,0,0,"20,665",0,386,513,445,43,0,0,9,0,192,201,229,50,0,0,12,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101005,132212,126859,2933,0,166,1114,364,0,108986,108986,19407,0,0,19407,2309,45,9,11,6,51,227271,1652,54586,190,76,941,3772,1265,,59,35574,1693,1617,8,3,12,53,1336,93,3,7,4226,418,4644,4075,191,4266,100341,95573,93861,239,1473,4768,0,0,0,1134,3236,0,13,106,544,0,0,0,0,0,36,88,78,0,0,0,0,0,33,50,73,0,0,2,0,0,41,118,650,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101104,,,0,0,0,,,,,,,,,,3,55,"89,085",92,,14811,65,,,,0,,,,"10,55",1087692,362,362,0,0,0,0,11,1,0,1347,959,,,,,,,,0,,,,178,19,112,393,0,0,16,0,"209,715",,"119,487","98,511",0,0,"0,64",0,86,13,45,59,0,0,2,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101104,"84242,62",,,,,,,0,,,,,,,26,,32,17,,61551,11907,21821,18677,17,908,579,,,,,,,0,,,706,640,8,6,24,0,692,0,0,0,0,71,0,0,1984,261,2245,1688,247,1935,,,,,,,,0,,,,"558,72",,,,0,0,"213,06",0,165,253,255,253,0,0,18,0,18,7,34,121,1,0,13,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101104,84682,82791,1698,0,0,518,1592,1652,51817,53469,24695,0,2763,24695,1578,169,0,0,1,0,56995,731,40116,2685,560,819,7174,1775,,125,7398,764,748,5,1,1,9,632,168,5,12,2063,1016,3079,1718,774,2492,55495,38797,33483,284,4989,16698,1244,0,0,11716,764,0,0,159,554,0,0,95,0,0,0,25,62,0,0,12,0,1,1,16,109,1,0,21,0,0,0,151,898,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101203,,,,,,,,,,,,,,,3,4192,,1849,,48778,671,,,,,,,,"7,859",4178926,2132,1481,72,406,173,0,28,6,3,6442,5454,,,,,,,,0,,,,1329,1421,3235,67,0,68,4,0,,,,"4,168",0,"45,303",77,0,857,1446,1251,74,0,7,8,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101203,"70691,19",,,,,,,,,,,,,,8,,279,65,,105546,23691,32455,34954,27,1986,1392,,,,,,,0,,,1567,1240,12,198,166,0,1510,0,0,0,0,49,0,0,5329,636,5965,4246,625,4871,,,,,,,,,,,,"335,6",,"953,264",,0,0,"30,14",0,473,994,1042,57,0,0,5,0,368,704,637,74,0,0,6,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101203,60545,57958,547,126,120,2444,125,9483,37210,46693,9591,0,52,9591,1595,162,0,0,0,0,97646,968,33145,1041,278,858,2798,1724,,1175,12508,1201,1004,8,10,10,169,715,72,0,0,2536,1080,3616,2401,1001,3402,55468,44410,42790,224,1396,11058,0,0,0,391,10667,3,19,177,41,0,0,0,0,3,55,95,11,0,0,0,0,3,47,56,9,0,0,0,0,6,75,177,69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101302,,,,,,,,,,,,,,,2,1963,,1064,,35590,313,,,,,,,,0,5750416,1536,1219,3,84,230,0,31,11,2,5010,4304,,,,,,,,0,,,,1852,1729,2747,1053,5,23,332,0,,,"2431,54","133,785","2,081","23,04","3,422",16,855,1021,958,220,4,15,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101302,"63173,52",,,,,,,,,,,,,,6,,195,82,,85911,13738,34648,19541,376,2017,1072,,,,,,,0,,,1335,1291,26,14,34,0,1202,0,0,0,0,41,0,0,4242,253,4495,3502,248,3750,,,,,,,,,,,,"805,543",,"941,185",,"0,59",0,"382,215",0,514,964,791,138,0,0,24,0,259,510,468,287,3,0,72,0,,,,,,0,,0,,,,,,,,,,,,,,,
2017,RO,1101302,56423,53743,985,666,311,1082,488,2173,41683,43856,8582,58,202,8640,2154,86,33,25,28,107,85217,1182,33875,814,322,1297,3851,831,,109,16486,1242,1092,22,31,42,55,886,79,5,12,3166,350,3516,2930,338,3268,48127,41537,35337,234,5966,6590,515,0,53,2004,4017,11,131,577,609,0,0,110,0,13,143,221,66,0,0,4,0,8,95,121,82,0,0,14,0,10,329,554,778,0,0,121,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101401,,,,,,,,,,,,,,,3,1626,,582,,43149,177,,,,,,,,0,2613624,801,770,3,24,4,0,14,1,0,4147,2814,,,,,,,,0,,,,1083,302,1771,179,0,8,0,0,,,,"16,172",0,"5,84",0,0,483,413,514,15,0,4,0,0,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101401,"144377,67",,,"156,25",,,,,,,,,,,20,,66,19,,152678,33218,53717,50987,56,2131,1038,,,,,,,0,0,,1375,1336,7,12,10,0,1315,0,0,0,0,54,0,0,3880,200,4080,3188,179,3367,,,,,,,,0,0,,,"250,155",,"254,75",,0,0,0,0,248,93,167,25,0,0,0,0,74,55,51,19,0,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1101401,143393,140845,480,0,862,1342,323,1914,104545,106459,31769,0,0,31769,3288,120,0,0,1,0,181744,1439,56239,627,477,818,4850,2747,,180,18937,1554,1475,9,1,28,41,1256,159,0,9,3387,591,3978,3233,575,3808,71526,68794,63697,232,4865,2732,552,0,1,583,1596,0,1,283,285,0,0,4,0,0,3,103,66,0,0,1,0,0,5,99,124,0,0,13,0,0,1,255,263,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101435,"62285,82",,,,,,,,,,,,,,4,,37,20,,111724,20539,44788,31069,109,1591,1096,,,,,,,0,,,1239,933,7,4,298,0,1104,0,0,0,0,52,0,0,4061,205,4266,3187,188,3375,,,,,,,,,,,,"130,92",,"422,483",,0,0,"355,413",0,176,336,393,11,0,0,25,0,80,156,166,12,0,0,21,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101435,61657,58057,582,0,649,793,298,466,52781,53247,4784,52,389,4836,2094,120,19,36,25,106,118133,1335,38843,539,509,1414,2787,900,,59,19933,1387,1191,14,11,60,111,874,56,0,8,3460,1109,4569,3327,1055,4382,59151,55591,53435,362,1794,3560,0,0,0,1010,2052,3,33,305,180,0,0,12,0,4,63,224,49,0,0,4,0,3,60,107,105,0,0,16,0,7,129,368,195,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101450,"168069,21",,,0,,,,,,,,,,,3,0,0,0,0,121682,24302,51205,34822,38,2828,364,,,,,,,0,,,780,610,10,0,170,0,747,0,0,0,0,86,0,0,2228,205,2433,1791,200,1991,,,,,,,,0,0,,,"139,53","190,75","374,542",,0,0,"2,18",0,178,563,322,9,0,0,5,0,103,166,155,11,0,0,5,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101450,131376,129511,0,0,0,254,1297,0,95860,95860,31587,0,0,31587,2336,61,0,0,1,0,125413,596,38535,1447,1180,213,5473,4204,,102,8191,642,628,2,2,2,8,307,153,0,31,2004,487,2491,1687,466,2153,79009,68597,68338,112,146,10412,0,0,0,10009,383,6,15,5467,68,0,0,0,0,4,20,1047,29,0,0,0,0,3,15,23,20,1,0,2,0,13,42,5495,110,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101468,"224462,08",,,"568,5",,,,,,"116420,25",,,,,10,,2,3,,133694,20178,77753,32856,54,1133,234,,,,,,,0,0,,317,286,29,4,18,0,300,0,0,0,0,120,0,0,847,532,1379,778,528,1306,,,,,,,,0,0,,,"2480,2",0,"1285,7",,"9583,86",0,0,0,800,0,788,1,3311,0,0,0,12,1,20,7,21,0,2,0,,0,,,,0,0,0,,,,,,,,,,,,,,,
2017,RO,1101468,207432,190973,12124,0,0,3627,18326,14509,69360,83869,75248,0,22969,75248,3044,78,0,0,0,0,103437,238,102325,16714,9470,8563,13753,14248,,106,2359,304,270,26,1,4,3,166,257,78,91,734,547,1281,681,526,1207,134656,51511,51270,0,176,83145,0,0,0,82950,0,1836,0,60736,44,67151,0,1,0,514,0,14168,12,19749,0,1,0,4,1,46,44,44,0,7,0,1527,0,16738,66,64087,0,3,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101476,"55942,23",,,,,,,,,,,,,,16,,37,9,,62396,14232,22594,20022,5,698,451,,,,,,,0,,"5128,38",550,465,15,26,63,0,513,0,0,0,0,71,0,0,1454,151,1605,1259,133,1392,,,,,,,,0,,,,"531,2",171,"368,48",,0,0,0,0,227,199,216,12,0,0,0,0,41,91,75,9,1,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1101476,64398,62866,328,0,484,815,103,0,41460,41460,18803,12,0,18815,1974,99,0,0,0,0,71653,223,22497,726,773,434,3382,1523,,164,4511,401,344,4,0,31,22,247,121,6,24,739,240,979,717,210,927,34203,32275,26661,121,5494,1928,265,0,0,873,790,0,2,334,7,0,0,0,0,0,4,142,4,0,0,0,0,1,6,21,7,0,0,1,0,0,6,196,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101484,"51316,21",,,,,,,,,,,,,,10,,41,13,,88404,15102,36384,25268,17,1123,810,,,,,,,0,,,954,899,57,39,36,0,921,0,0,0,0,81,0,0,2896,396,3292,2588,395,2983,,,,,,,,,,,,,,,,0,0,"27026,5",0,1325,728,665,573,0,0,447,0,198,279,290,30,1,0,41,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101484,41452,38115,110,0,0,669,1526,492,30692,31184,5281,0,164,5281,2607,89,0,0,2,0,63599,748,19017,829,729,912,3391,1010,,398,7006,797,771,6,6,2,12,431,98,5,22,1810,450,2260,1746,353,2099,34723,25203,24747,64,278,9520,0,0,0,6919,2217,8,64,3975,436,0,0,0,0,12,71,1136,87,0,0,0,0,6,32,60,46,2,0,1,0,8,142,1204,584,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101492,"251018,8",,,,,,,,,,,"41,75",,,2,,22,24,,214663,43505,85993,64532,88,2424,1152,,,,,,,0,,,1918,1845,34,21,37,0,1896,0,0,0,0,166,0,0,4829,919,5748,4472,913,5385,,,,,,,,,,,,,,,,0,0,1,0,3675,10799,3977,349,0,0,4,0,522,367,568,71,0,0,4,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101492,255020,245678,3251,390,3615,1543,3222,6781,178542,185323,51853,0,9273,51853,3662,126,0,0,0,0,279861,1828,92322,3637,1906,3942,7572,4144,,222,21756,1950,1840,41,16,19,34,904,318,7,56,4701,1435,6136,4236,1360,5596,124104,111776,110719,211,839,12328,2730,0,7,6649,2943,3837,8,1820,311,0,0,174,0,1856,15,1005,100,0,0,11,0,16,24,60,144,2,0,13,0,3561,27,869,505,0,0,493,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101500,,,,,,,,,,,,,,,2,2720,"2002,2",1343,,42886,52,,,,,,,,0,2650202,1577,1371,6,68,132,0,16,0,1,6140,4975,,,,,,,,0,,,,2498,524,2179,587,2,12,19,0,,,,"33,788","1,297","13,333",987,0,1056,971,991,80,1,20,7,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101500,"170367,33",,,,,,,,,,,,,,36,,62,23,,143984,26287,55178,43568,2191,1890,1389,,,,,,,0,,,1852,1748,23,46,65,0,1825,0,0,0,0,48,0,0,5335,652,5987,4711,631,5342,,,,,,,,,,,,"845,82",,"881,837",,0,0,"2,74",0,786,369,951,183,0,0,6,0,481,273,512,115,0,1,10,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101500,117576,114660,0,436,1370,3468,3668,7259,74004,81263,26609,0,832,26609,1639,188,0,0,0,0,135964,1585,50685,4014,2048,955,5101,3592,,403,12732,1677,1558,7,8,52,52,832,159,9,31,4054,1112,5166,3644,1093,4737,112441,84710,83543,261,907,27731,1282,0,0,19037,7311,1466,4,3160,171,9300,0,0,0,726,5,1065,28,2445,0,0,0,6,3,13,21,3,0,2,0,1401,19,7846,146,7793,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101559,"41628,27",,,,,,,0,,,,,,,3,,162,65,,85560,18044,29093,28826,74,2546,601,,,,,,,0,,,686,670,20,4,15,0,628,0,0,0,0,15,0,0,2597,675,3272,2113,652,2765,,,,,,,,,,,,"104,581",,"591,965",,0,0,"346,56",0,82,219,330,58,0,0,35,0,76,169,199,81,0,0,46,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101559,40242,39493,0,0,0,199,238,205,35942,36147,2931,0,103,2931,606,49,0,0,0,0,78420,725,23728,262,259,1141,1083,635,,67,14810,738,684,11,1,0,42,413,45,0,0,2039,234,2273,1965,69,2034,42319,38882,37924,333,626,3436,473,0,0,2592,372,0,1,279,1423,0,0,3,0,0,3,53,124,0,0,0,0,0,8,52,63,0,0,3,0,0,3,287,2233,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101609,"141138,61",,,0,0,,,,,,,,,,1,665,,630,,74939,153,,,,0,,,,605,6729032,1228,1227,1,0,0,0,36,1,1,6643,4577,,,,,,,,0,,,,1702,72,1221,190,2,16,9,0,,,,"15,611","1,815","12,1",267,0,511,167,468,57,2,5,8,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101609,"170672,75",,,,,,,,"99098,75",,,,,,12,,856,211,,192674,33970,84569,52650,63,2685,1451,,,,,,,0,,"13446,84",1646,1545,15,11,65,0,1579,0,0,0,0,85,0,0,5055,443,5498,4292,442,4734,,,,,,,,,,,,"1399,24",,"937,425",,0,0,"10,581",0,809,160,589,56,0,0,21,0,220,80,212,38,0,0,12,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101609,219207,216266,0,0,0,1095,1085,0,161805,161805,50237,64,1649,50301,3250,80,12,36,17,71,220353,1996,65536,1048,494,1992,10841,1707,,51,24249,2160,2037,31,3,0,89,1781,159,0,29,4462,757,5219,4089,690,4779,97560,92856,88551,385,3920,4704,0,0,0,3234,1304,0,0,64,306,0,0,28,0,0,0,29,531,0,0,5,0,2,2,15,71,1,0,11,0,0,0,52,554,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101708,,,,,,,,,,,,,,,5,1576,,1419,,55166,153,,,,,,,,"237,765",12202779,1904,1750,9,28,117,0,17,9,1,7240,6229,,,,,,,,,,,,2586,2128,3323,169,24,37,52,0,,,,"11,736","11,759","22,373","1,208",0,1087,1367,1238,74,9,27,17,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101708,"69947,95",,,,,,,,,,,,,,6,,523,182,,135797,26815,40789,38839,18,1812,1517,,,,,,,0,,,2092,2001,39,17,55,0,1973,0,0,0,0,31,0,0,5677,303,5980,5057,301,5358,,,,,,,,,0,,,,,,,0,0,"29,6",0,1225,4448,1724,19,0,0,3,0,318,492,574,19,0,0,4,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101708,56977,56191,183,0,547,431,139,0,48497,48497,4605,21,309,4626,2474,70,0,0,0,0,128392,1566,28611,290,255,675,1952,498,,34,29485,1623,1597,5,3,16,2,692,38,0,0,3877,352,4229,3394,287,3681,55861,53139,49166,479,3494,2721,0,0,0,683,1285,0,2,118,224,0,0,66,0,0,5,44,15,0,0,4,0,0,6,44,68,0,0,7,0,0,5,199,302,0,0,138,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101757,103370,,,0,,,,,,"66108,25",,,,,85,,208,55,,93791,15275,35253,24375,83,2021,795,,,,,,,0,,,1453,1373,4,2,77,0,1424,0,0,0,0,37,0,0,4443,408,4851,3635,400,4035,,,,,,,,,,,,"601,518",,"619,803",,0,0,"31,1",0,729,606,655,93,0,0,4,0,333,199,325,66,0,0,6,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101757,120711,119181,620,394,303,1801,1115,0,92194,92194,20515,20,379,20535,4059,177,0,0,1,0,122031,1554,41129,1818,585,1374,4666,2038,,174,15582,1707,1656,13,5,19,14,1169,135,0,0,4650,894,5544,3949,852,4801,54453,48468,47010,0,1180,5985,727,0,0,2328,2760,811,3,598,333,0,0,7,0,248,7,489,140,0,0,0,0,3,19,105,219,1,0,6,0,660,8,447,449,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1101807,,,,,,,,,,,,,,,0,1868,,911,,66147,361,,,,,,,,0,13872321,1208,986,4,165,53,0,30,0,11,4802,4338,,,,,,,,0,,,,1178,264,2595,31,0,7,0,0,,,"2261,56","1,926",0,"5,318",0,0,546,467,666,9,0,5,0,0,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1101807,"78469,88",,,,,,,,55631,,,,"10964,5",,5,,421,103,,129847,28944,44098,43255,183,4199,919,,,,,,,0,,,1019,997,7,7,12,0,952,0,0,0,0,46,0,0,3502,517,4019,3031,502,3533,,,,,,,,0,,,,"112,42",,"215,997",,0,0,"254,567",0,116,184,262,91,0,0,32,0,82,110,139,81,0,0,45,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1101807,73342,68696,431,2709,0,761,117,344,60642,60986,9410,272,57,9682,1739,51,0,0,0,0,116823,910,33586,474,203,1314,3246,854,,98,17887,942,891,14,16,4,17,563,90,0,0,2324,650,2974,2269,636,2905,55633,54011,49782,147,4083,1623,44,0,0,255,1324,0,0,11,41,0,0,7,0,0,0,7,18,0,0,3,0,1,1,8,24,0,0,5,0,0,0,10,50,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200013,,,0,0,1408,,,203,,,,"288,5",,,0,68,"103,405",145,,25310,62,,,,,,,,0,1046611,681,671,0,0,10,0,16,0,2,3323,2072,,,,,,,,0,,,,745,211,1254,877,0,5,0,0,"765,08",,,"161,606",0,"7,3","1,5",0,450,389,476,117,0,4,2,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200013,"131459,86","114065,25",189,325,,,,,,,,"117,5",,"2063,25",5,,161,81,,111767,23437,35582,37044,275,1564,1000,,,,,,,0,,,1191,1054,5,5,134,0,1105,0,0,0,0,39,0,0,2386,328,2714,2266,327,2593,,,,,,,,,,,,"512,939",,"1356,46",,0,0,"3,62",0,462,146,872,153,0,0,7,0,342,142,486,118,0,0,14,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200013,152246,150283,0,0,955,3245,1302,0,88576,88576,55568,105,105,55673,3347,73,4,3,5,18,125151,1384,37466,775,962,806,3920,2740,,123,3557,1462,1379,3,4,50,26,953,199,5,32,3613,585,4198,3471,542,4013,47638,33535,31012,298,2225,14103,455,0,1217,3341,9010,27,15,1339,1647,0,0,197,0,23,34,510,80,0,0,12,0,20,45,238,235,0,0,5,0,23,44,1304,1521,0,0,45,0,,,,,,,,,,,,,,,,,,,,,,,
